time,place,magnitude,depth_km,latitude,longitude,lat_bin,lon_bin,cell_id
2004-12-27 05:05:15.040,"264 km W of Sabang, Indonesia",4.6,26.7,5.713,92.933,5.5,92.5,5.5_92.5
2004-12-27 04:50:57.250,"148 km N of Bamboo Flat, India",4.8,25.6,13.043,92.699,13.0,92.5,13.0_92.5
2004-12-27 04:40:48.760,"Nicobar Islands, India region",4.7,37.9,6.872,92.561,6.5,92.5,6.5_92.5
2004-12-27 04:29:36.760,"77 km NNW of Bamboo Flat, India",4.6,30.0,12.36,92.486,12.0,92.0,12.0_92.0
2004-12-27 04:26:08.750,"Nicobar Islands, India region",5.0,39.0,6.829,92.596,6.5,92.5,6.5_92.5
2004-12-27 04:25:28.280,"252 km S of Port Blair, India",4.4,30.0,9.392,92.942,9.0,92.5,9.0_92.5
2004-12-27 04:22:36.520,"209 km W of Sabang, Indonesia",5.2,29.3,6.254,93.455,6.0,93.0,6.0_93.0
2004-12-27 04:14:36.440,"Nicobar Islands, India region",4.5,30.0,8.394,92.005,8.0,92.0,8.0_92.0
2004-12-27 03:51:14.030,"269 km SSW of Port Blair, India",4.5,19.0,9.459,91.702,9.0,91.5,9.0_91.5
2004-12-27 03:50:31.000,"20 km S of Port Blair, India",4.4,30.0,11.485,92.729,11.0,92.5,11.0_92.5
2004-12-27 03:46:13.560,"101 km WSW of Banda Aceh, Indonesia",4.6,43.8,5.319,94.446,5.0,94.0,5.0_94.0
2004-12-27 03:37:41.960,"Nicobar Islands, India region",4.6,31.0,7.692,92.283,7.5,92.0,7.5_92.0
2004-12-27 03:13:33.710,"254 km S of Port Blair, India",4.8,30.0,9.384,93.011,9.0,93.0,9.0_93.0
2004-12-27 02:53:02.800,"113 km W of Banda Aceh, Indonesia",5.0,46.6,5.355,94.324,5.0,94.0,5.0_94.0
2004-12-27 02:48:36.500,"Nicobar Islands, India region",4.2,42.2,6.166,92.44,6.0,92.0,6.0_92.0
2004-12-27 02:46:12.400,"170 km SW of Mawlamyinegyunn, Myanmar",3.8,30.0,15.244,94.185,15.0,94.0,15.0_94.0
2004-12-27 02:37:51.450,"232 km NNE of Bamboo Flat, India",4.2,30.0,13.71,93.353,13.5,93.0,13.5_93.0
2004-12-27 02:35:29.950,"294 km NW of Sabang, Indonesia",4.3,30.0,7.918,93.585,7.5,93.5,7.5_93.5
2004-12-27 02:23:43.170,"Nicobar Islands, India region",4.6,22.2,8.407,93.598,8.0,93.5,8.0_93.5
2004-12-27 02:23:01.420,"242 km WNW of Sabang, Indonesia",4.0,40.1,6.824,93.331,6.5,93.0,6.5_93.0
2004-12-27 02:17:43.140,"Nicobar Islands, India region",4.5,38.2,7.953,92.666,7.5,92.5,7.5_92.5
2004-12-27 02:10:07.770,"227 km N of Bamboo Flat, India",4.4,25.7,13.717,93.119,13.5,93.0,13.5_93.0
2004-12-27 02:05:33.540,"123 km WSW of Banda Aceh, Indonesia",4.8,48.2,5.19,94.28,5.0,94.0,5.0_94.0
2004-12-27 02:04:21.750,"254 km NNW of Sabang, Indonesia",5.2,30.0,7.849,94.112,7.5,94.0,7.5_94.0
2004-12-27 01:53:40.840,"136 km NNW of Bamboo Flat, India",4.5,30.0,12.902,92.434,12.5,92.0,12.5_92.0
2004-12-27 01:46:02.100,"246 km NNE of Bamboo Flat, India",4.6,41.9,13.852,93.3,13.5,93.0,13.5_93.0
2004-12-27 01:43:06.780,"236 km NNE of Bamboo Flat, India",4.3,62.0,13.63,93.661,13.5,93.5,13.5_93.5
2004-12-27 01:38:21.820,"Nicobar Islands, India region",5.0,22.7,6.755,92.583,6.5,92.5,6.5_92.5
2004-12-27 01:34:04.580,"201 km NNE of Bamboo Flat, India",4.5,30.0,13.374,93.453,13.0,93.0,13.0_93.0
2004-12-27 01:29:16.290,"171 km N of Bamboo Flat, India",4.3,30.0,13.248,92.587,13.0,92.5,13.0_92.5
2004-12-27 01:23:11.530,"169 km NNE of Bamboo Flat, India",4.8,35.8,13.174,93.126,13.0,93.0,13.0_93.0
2004-12-27 01:11:10.720,"264 km W of Sabang, Indonesia",4.3,30.0,5.91,92.926,5.5,92.5,5.5_92.5
2004-12-27 01:04:51.040,"Nicobar Islands, India region",4.7,30.0,8.668,93.75,8.5,93.5,8.5_93.5
2004-12-27 00:49:28.590,"146 km NNW of Bamboo Flat, India",5.8,23.7,12.982,92.395,12.5,92.0,12.5_92.0
2004-12-27 00:39:44.620,"Nicobar Islands, India region",5.4,21.8,9.088,93.663,9.0,93.5,9.0_93.5
2004-12-27 00:36:09.380,"Nicobar Islands, India region",5.5,30.0,8.472,92.394,8.0,92.0,8.0_92.0
2004-12-27 00:32:16.480,"96 km W of Banda Aceh, Indonesia",5.8,33.0,5.476,94.467,5.0,94.0,5.0_94.0
2004-12-27 00:21:07.220,"Nicobar Islands, India region",4.4,30.0,8.058,93.196,8.0,93.0,8.0_93.0
2004-12-27 00:09:08.370,"89 km WNW of Sabang, Indonesia",4.3,40.3,6.295,94.615,6.0,94.5,6.0_94.5
2004-12-27 00:07:05.850,"200 km SW of Pathein, Myanmar",4.4,30.0,15.75,93.185,15.5,93.0,15.5_93.0
2004-12-27 00:02:56.620,"180 km WNW of Sabang, Indonesia",4.3,30.0,6.465,93.791,6.0,93.5,6.0_93.5
2004-12-27 00:00:02.710,"95 km W of Banda Aceh, Indonesia",4.3,30.0,5.471,94.477,5.0,94.0,5.0_94.0
2004-12-26 23:55:08.020,"Nicobar Islands, India region",4.2,30.0,8.192,92.16,8.0,92.0,8.0_92.0
2004-12-26 23:51:32.920,"215 km NNW of Sabang, Indonesia",4.0,30.0,7.509,94.238,7.5,94.0,7.5_94.0
2004-12-26 23:47:42.110,"200 km WSW of Banda Aceh, Indonesia",4.4,30.0,5.1,93.577,5.0,93.5,5.0_93.5
2004-12-26 23:42:27.590,"235 km WSW of Banda Aceh, Indonesia",4.3,30.0,5.084,93.259,5.0,93.0,5.0_93.0
2004-12-26 23:39:15.940,"253 km NNW of Sabang, Indonesia",4.4,30.0,7.869,94.167,7.5,94.0,7.5_94.0
2004-12-26 23:31:45.580,"295 km S of Port Blair, India",4.8,30.2,9.02,92.375,9.0,92.0,9.0_92.0
2004-12-26 23:29:09.240,"Nicobar Islands, India region",4.4,29.4,8.874,92.295,8.5,92.0,8.5_92.0
2004-12-26 23:23:33.140,"18 km NE of Port Blair, India",4.4,21.9,11.789,92.868,11.5,92.5,11.5_92.5
2004-12-26 23:22:02.490,"Nicobar Islands, India region",4.2,30.0,8.318,93.667,8.0,93.5,8.0_93.5
2004-12-26 23:21:49.430,"Nicobar Islands, India region",4.2,30.0,8.703,93.323,8.5,93.0,8.5_93.0
2004-12-26 23:18:14.660,"247 km W of Sabang, Indonesia",3.9,30.0,6.137,93.093,6.0,93.0,6.0_93.0
2004-12-26 23:13:35.340,"221 km W of Banda Aceh, Indonesia",4.3,25.9,5.217,93.361,5.0,93.0,5.0_93.0
2004-12-26 23:11:27.090,"Nicobar Islands, India region",4.3,30.0,8.436,93.576,8.0,93.5,8.0_93.5
2004-12-26 23:04:26.650,"275 km SSW of Port Blair, India",5.1,30.7,9.294,91.969,9.0,91.5,9.0_91.5
2004-12-26 22:57:32.790,"266 km W of Sabang, Indonesia",4.5,30.0,5.963,92.911,5.5,92.5,5.5_92.5
2004-12-26 22:57:26.640,"214 km SW of Port Blair, India",3.9,29.3,10.161,91.514,10.0,91.5,10.0_91.5
2004-12-26 22:48:13.660,"200 km W of Banda Aceh, Indonesia",4.5,30.0,5.569,93.524,5.5,93.5,5.5_93.5
2004-12-26 22:46:11.060,"297 km S of Port Blair, India",4.9,36.5,8.991,92.51,8.5,92.5,8.5_92.5
2004-12-26 22:45:04.480,"57 km N of Bamboo Flat, India",4.3,30.0,12.223,92.697,12.0,92.5,12.0_92.5
2004-12-26 22:42:34.640,"58 km W of Sabang, Indonesia",4.1,30.0,5.9,94.785,5.5,94.5,5.5_94.5
2004-12-26 22:39:25.830,"Nicobar Islands, India region",4.6,30.0,6.961,92.515,6.5,92.5,6.5_92.5
2004-12-26 22:39:20.650,"Nicobar Islands, India region",4.6,30.0,8.035,92.317,8.0,92.0,8.0_92.0
2004-12-26 22:29:41.810,"254 km W of Sabang, Indonesia",4.3,32.2,5.667,93.028,5.5,93.0,5.5_93.0
2004-12-26 22:22:05.090,"Nicobar Islands, India region",4.4,23.9,8.607,92.144,8.5,92.0,8.5_92.0
2004-12-26 22:21:04.650,"Nicobar Islands, India region",4.5,30.0,8.875,94.186,8.5,94.0,8.5_94.0
2004-12-26 22:20:36.230,"223 km W of Banda Aceh, Indonesia",4.4,28.9,5.213,93.348,5.0,93.0,5.0_93.0
2004-12-26 22:19:20.880,"Nicobar Islands, India region",4.1,30.0,8.277,92.214,8.0,92.0,8.0_92.0
2004-12-26 22:15:06.470,"Nicobar Islands, India region",4.1,30.0,8.125,93.771,8.0,93.5,8.0_93.5
2004-12-26 22:14:04.370,"124 km WSW of Banda Aceh, Indonesia",4.6,53.2,5.176,94.267,5.0,94.0,5.0_94.0
2004-12-26 22:13:20.610,"279 km NW of Sabang, Indonesia",4.1,30.0,7.983,93.897,7.5,93.5,7.5_93.5
2004-12-26 21:55:10.900,"167 km SW of Bamboo Flat, India",4.5,30.0,10.731,91.543,10.5,91.5,10.5_91.5
2004-12-26 21:53:29.280,"267 km NW of Sabang, Indonesia",4.4,30.0,7.709,93.726,7.5,93.5,7.5_93.5
2004-12-26 21:51:02.420,"Nicobar Islands, India region",4.3,30.0,6.828,92.688,6.5,92.5,6.5_92.5
2004-12-26 21:44:38.220,"Nicobar Islands, India region",4.8,30.0,7.035,92.556,7.0,92.5,7.0_92.5
2004-12-26 21:43:57.760,"Nicobar Islands, India region",4.3,30.0,6.494,94.293,6.0,94.0,6.0_94.0
2004-12-26 21:39:35.310,"118 km N of Bamboo Flat, India",4.2,30.0,12.757,92.538,12.5,92.5,12.5_92.5
2004-12-26 21:36:42.410,"Nicobar Islands, India region",4.4,30.0,8.285,92.652,8.0,92.5,8.0_92.5
2004-12-26 21:33:12.380,"Nicobar Islands, India region",4.6,30.0,8.808,92.47,8.5,92.0,8.5_92.0
2004-12-26 21:26:08.320,"239 km NNE of Bamboo Flat, India",4.6,30.0,13.81,93.196,13.5,93.0,13.5_93.0
2004-12-26 21:20:42.310,"Nicobar Islands, India region",4.9,30.0,8.581,92.141,8.5,92.0,8.5_92.0
2004-12-26 21:19:55.550,"Nicobar Islands, India region",4.4,30.0,8.081,92.09,8.0,92.0,8.0_92.0
2004-12-26 21:03:45.850,"205 km WSW of Banda Aceh, Indonesia",4.5,30.0,5.059,93.543,5.0,93.5,5.0_93.5
2004-12-26 20:59:08.320,"233 km W of Banda Aceh, Indonesia",4.4,27.9,5.168,93.259,5.0,93.0,5.0_93.0
2004-12-26 20:46:34.480,"258 km W of Sabang, Indonesia",4.7,34.2,6.08,92.991,6.0,92.5,6.0_92.5
2004-12-26 20:40:33.160,"230 km W of Banda Aceh, Indonesia",4.3,24.0,5.178,93.288,5.0,93.0,5.0_93.0
2004-12-26 20:37:09.700,"144 km NNW of Bamboo Flat, India",4.2,22.7,12.961,92.361,12.5,92.0,12.5_92.0
2004-12-26 20:34:37.000,"269 km NW of Sabang, Indonesia",4.3,21.9,7.838,93.846,7.5,93.5,7.5_93.5
2004-12-26 20:29:57.820,"Nicobar Islands, India region",4.4,35.0,8.936,93.592,8.5,93.5,8.5_93.5
2004-12-26 20:24:16.750,"183 km SSE of Port Blair, India",4.7,30.0,10.245,93.616,10.0,93.5,10.0_93.5
2004-12-26 20:21:28.520,"234 km W of Banda Aceh, Indonesia",4.6,30.0,5.186,93.25,5.0,93.0,5.0_93.0
2004-12-26 20:11:58.110,"89 km S of Port Blair, India",4.2,30.0,10.869,92.617,10.5,92.5,10.5_92.5
2004-12-26 20:05:48.860,"233 km W of Banda Aceh, Indonesia",4.2,26.5,5.212,93.254,5.0,93.0,5.0_93.0
2004-12-26 20:02:25.150,"Nicobar Islands, India region",4.4,30.0,7.461,92.667,7.0,92.5,7.0_92.5
2004-12-26 20:01:14.250,"186 km SE of Port Blair, India",4.6,30.0,10.299,93.74,10.0,93.5,10.0_93.5
2004-12-26 19:55:14.930,"44 km W of Bamboo Flat, India",4.7,25.9,11.623,92.32,11.5,92.0,11.5_92.0
2004-12-26 19:49:28.020,"Nicobar Islands, India region",4.4,30.0,8.562,92.542,8.5,92.5,8.5_92.5
2004-12-26 19:43:01.800,"284 km WNW of Sabang, Indonesia",4.6,30.0,6.651,92.857,6.5,92.5,6.5_92.5
2004-12-26 19:29:47.390,"86 km N of Bamboo Flat, India",4.4,25.9,12.475,92.602,12.0,92.5,12.0_92.5
2004-12-26 19:03:24.170,"221 km W of Sabang, Indonesia",4.4,29.4,6.154,93.336,6.0,93.0,6.0_93.0
2004-12-26 18:55:46.100,"86 km WNW of Bamboo Flat, India",4.9,30.0,11.98,91.974,11.5,91.5,11.5_91.5
2004-12-26 18:47:59.460,"245 km NW of Sabang, Indonesia",4.7,47.4,7.735,94.083,7.5,94.0,7.5_94.0
2004-12-26 18:42:43.890,"223 km N of Bamboo Flat, India",5.5,26.2,13.71,92.953,13.5,92.5,13.5_92.5
2004-12-26 18:33:55.600,"267 km SSE of Port Blair, India",5.1,47.1,9.425,93.658,9.0,93.5,9.0_93.5
2004-12-26 18:31:43.480,"226 km WNW of Sabang, Indonesia",5.3,30.3,6.319,93.318,6.0,93.0,6.0_93.0
2004-12-26 18:29:31.780,"Nicobar Islands, India region",5.0,30.0,8.058,92.198,8.0,92.0,8.0_92.0
2004-12-26 18:10:43.160,"Nicobar Islands, India region",5.0,25.5,8.953,94.036,8.5,94.0,8.5_94.0
2004-12-26 18:01:08.280,"Nicobar Islands, India region",4.6,22.8,9.131,93.818,9.0,93.5,9.0_93.5
2004-12-26 17:59:00.460,"Nicobar Islands, India region",4.8,0.8,8.309,93.952,8.0,93.5,8.0_93.5
2004-12-26 17:56:35.840,"130 km N of Bamboo Flat, India",5.1,45.4,12.861,92.484,12.5,92.0,12.5_92.0
2004-12-26 17:50:12.590,"210 km N of Bamboo Flat, India",5.0,26.8,13.599,92.852,13.5,92.5,13.5_92.5
2004-12-26 17:44:52.770,"Nicobar Islands, India region",5.2,22.8,8.93,93.974,8.5,93.5,8.5_93.5
2004-12-26 17:30:24.530,"Nicobar Islands, India region",4.6,30.0,8.523,93.729,8.5,93.5,8.5_93.5
2004-12-26 17:07:20.680,"Nicobar Islands, India region",4.7,25.6,9.125,93.866,9.0,93.5,9.0_93.5
2004-12-26 16:48:24.110,"292 km WNW of Sabang, Indonesia",4.9,49.7,7.217,93.027,7.0,93.0,7.0_93.0
2004-12-26 16:47:23.380,"northern Sumatra, Indonesia",4.4,30.0,5.269,94.123,5.0,94.0,5.0_94.0
2004-12-26 16:44:19.830,"213 km N of Bamboo Flat, India",4.4,22.9,13.632,92.748,13.5,92.5,13.5_92.5
2004-12-26 16:43:15.030,"288 km S of Port Blair, India",4.6,36.2,9.063,92.62,9.0,92.5,9.0_92.5
2004-12-26 16:37:47.640,"298 km SSE of Port Blair, India",4.6,30.0,9.059,93.45,9.0,93.0,9.0_93.0
2004-12-26 16:27:09.130,"Nicobar Islands, India region",4.7,30.0,7.864,92.724,7.5,92.5,7.5_92.5
2004-12-26 16:21:27.410,"120 km WSW of Banda Aceh, Indonesia",5.4,41.2,5.149,94.323,5.0,94.0,5.0_94.0
2004-12-26 16:13:15.260,"248 km NNW of Sabang, Indonesia",4.7,20.2,7.817,94.166,7.5,94.0,7.5_94.0
2004-12-26 16:12:53.010,"Andaman Islands, India region",4.8,4.8,13.937,93.31,13.5,93.0,13.5_93.0
2004-12-26 16:10:43.510,"252 km NNW of Sabang, Indonesia",4.7,30.0,7.835,94.112,7.5,94.0,7.5_94.0
2004-12-26 15:59:23.390,"Nicobar Islands, India region",4.4,33.5,7.236,92.481,7.0,92.0,7.0_92.0
2004-12-26 15:56:47.760,"255 km NNE of Bamboo Flat, India",4.4,10.3,13.957,93.216,13.5,93.0,13.5_93.0
2004-12-26 15:54:20.190,"135 km SW of Bamboo Flat, India",4.1,30.0,10.892,91.789,10.5,91.5,10.5_91.5
2004-12-26 15:50:44.810,"178 km WNW of Sabang, Indonesia",4.3,32.2,6.781,93.976,6.5,93.5,6.5_93.5
2004-12-26 15:41:57.080,"66 km WNW of Bamboo Flat, India",4.4,30.0,11.957,92.167,11.5,92.0,11.5_92.0
2004-12-26 15:34:27.390,"Nicobar Islands, India region",4.3,30.0,7.659,91.681,7.5,91.5,7.5_91.5
2004-12-26 15:29:04.990,"Nicobar Islands, India region",4.3,30.0,7.376,92.979,7.0,92.5,7.0_92.5
2004-12-26 15:24:08.860,"220 km NNW of Sabang, Indonesia",4.9,17.0,7.561,94.228,7.5,94.0,7.5_94.0
2004-12-26 15:23:31.760,"278 km W of Sabang, Indonesia",4.7,39.0,5.674,92.808,5.5,92.5,5.5_92.5
2004-12-26 15:23:08.000,"121 km S of Port Blair, India",4.6,30.4,10.568,92.718,10.5,92.5,10.5_92.5
2004-12-26 15:23:05.330,"210 km NW of Sabang, Indonesia",5.0,17.7,7.442,94.216,7.0,94.0,7.0_94.0
2004-12-26 15:13:20.840,"211 km W of Banda Aceh, Indonesia",5.4,30.9,5.367,93.434,5.0,93.0,5.0_93.0
2004-12-26 15:12:21.550,"274 km WNW of Sabang, Indonesia",5.3,18.6,6.731,92.982,6.5,92.5,6.5_92.5
2004-12-26 15:02:41.200,"209 km W of Banda Aceh, Indonesia",4.7,27.1,5.492,93.439,5.0,93.0,5.0_93.0
2004-12-26 14:48:44.260,"210 km N of Bamboo Flat, India",5.7,30.0,13.59,92.91,13.5,92.5,13.5_92.5
2004-12-26 14:40:30.410,"63 km WSW of Bamboo Flat, India",5.3,30.0,11.465,92.184,11.0,92.0,11.0_92.0
2004-12-26 14:39:07.370,"Nicobar Islands, India region",5.1,30.0,8.298,92.357,8.0,92.0,8.0_92.0
2004-12-26 14:14:18.030,"199 km N of Bamboo Flat, India",5.0,17.6,13.496,92.923,13.0,92.5,13.0_92.5
2004-12-26 13:39:48.200,"227 km W of Banda Aceh, Indonesia",4.7,30.0,5.262,93.297,5.0,93.0,5.0_93.0
2004-12-26 13:28:56.520,"246 km NW of Sabang, Indonesia",5.2,19.2,7.715,94.034,7.5,94.0,7.5_94.0
2004-12-26 13:16:45.980,"134 km NNE of Bamboo Flat, India",4.7,30.0,12.887,92.97,12.5,92.5,12.5_92.5
2004-12-26 13:13:27.140,"30 km NNE of Sabang, Indonesia",4.9,30.0,6.137,95.434,6.0,95.0,6.0_95.0
2004-12-26 13:10:42.500,"222 km NNW of Sabang, Indonesia",4.8,30.0,7.588,94.238,7.5,94.0,7.5_94.0
2004-12-26 12:52:45.760,"186 km SE of Port Blair, India",5.1,30.0,10.428,93.909,10.0,93.5,10.0_93.5
2004-12-26 12:51:52.620,"Nicobar Islands, India region",4.7,30.0,6.966,92.612,6.5,92.5,6.5_92.5
2004-12-26 12:46:06.370,"228 km W of Banda Aceh, Indonesia",4.9,25.5,5.399,93.275,5.0,93.0,5.0_93.0
2004-12-26 12:27:19.450,"111 km WSW of Banda Aceh, Indonesia",4.7,30.0,5.234,94.375,5.0,94.0,5.0_94.0
2004-12-26 12:26:18.230,"248 km W of Banda Aceh, Indonesia",4.6,30.0,5.521,93.087,5.5,93.0,5.5_93.0
2004-12-26 12:11:57.660,"36 km WSW of Bamboo Flat, India",5.4,25.5,11.57,92.41,11.5,92.0,11.5_92.0
2004-12-26 12:09:42.460,"55 km NNW of Bamboo Flat, India",5.4,20.6,12.188,92.6,12.0,92.5,12.0_92.5
2004-12-26 11:50:28.090,"234 km WNW of Sabang, Indonesia",5.2,61.3,6.388,93.254,6.0,93.0,6.0_93.0
2004-12-26 11:34:20.020,"111 km WSW of Banda Aceh, Indonesia",4.8,30.0,5.277,94.365,5.0,94.0,5.0_94.0
2004-12-26 11:05:00.720,"203 km N of Bamboo Flat, India",6.2,13.3,13.533,92.84,13.5,92.5,13.5_92.5
2004-12-26 11:03:53.290,"145 km ESE of Port Blair, India",4.8,30.0,11.097,93.949,11.0,93.5,11.0_93.5
2004-12-26 10:57:38.360,"88 km NNW of Bamboo Flat, India",5.4,5.0,12.448,92.439,12.0,92.0,12.0_92.0
2004-12-26 10:56:02.590,"212 km SE of Port Blair, India",5.5,30.0,10.07,93.834,10.0,93.5,10.0_93.5
2004-12-26 10:53:58.420,"192 km SSE of Port Blair, India",5.3,30.0,10.19,93.677,10.0,93.5,10.0_93.5
2004-12-26 10:51:19.820,"Nicobar Islands, India region",5.5,30.0,7.633,92.314,7.5,92.0,7.5_92.0
2004-12-26 10:43:29.950,"284 km WNW of Sabang, Indonesia",5.4,36.4,6.531,92.83,6.5,92.5,6.5_92.5
2004-12-26 10:33:05.160,"Nicobar Islands, India region",5.4,39.8,8.7,92.62,8.5,92.5,8.5_92.5
2004-12-26 10:29:49.000,"209 km WSW of Banda Aceh, Indonesia",5.3,46.8,5.17,93.476,5.0,93.0,5.0_93.0
2004-12-26 10:19:31.730,"194 km N of Bamboo Flat, India",6.3,26.4,13.462,92.738,13.0,92.5,13.0_92.5
2004-12-26 10:18:13.790,"Nicobar Islands, India region",5.5,30.0,8.857,93.738,8.5,93.5,8.5_93.5
2004-12-26 10:12:10.150,"231 km SE of Port Blair, India",5.1,30.0,10.253,94.305,10.0,94.0,10.0_94.0
2004-12-26 10:02:07.760,"Nicobar Islands, India region",4.8,31.1,7.652,92.787,7.5,92.5,7.5_92.5
2004-12-26 09:58:47.130,"285 km SSE of Port Blair, India",4.6,23.3,9.257,93.675,9.0,93.5,9.0_93.5
2004-12-26 09:55:12.070,"219 km NNW of Sabang, Indonesia",4.6,19.8,7.59,94.298,7.5,94.0,7.5_94.0
2004-12-26 09:48:09.570,"37 km NW of Sabang, Indonesia",4.7,30.0,6.12,95.065,6.0,95.0,6.0_95.0
2004-12-26 09:44:20.360,"245 km W of Sabang, Indonesia",5.2,36.3,5.728,93.103,5.5,93.0,5.5_93.0
2004-12-26 09:43:19.380,"243 km W of Banda Aceh, Indonesia",5.1,30.0,5.527,93.138,5.5,93.0,5.5_93.0
2004-12-26 09:38:39.350,"Nicobar Islands, India region",4.9,30.0,8.964,92.327,8.5,92.0,8.5_92.0
2004-12-26 09:36:39.270,"273 km SSW of Port Blair, India",4.6,30.0,9.351,91.861,9.0,91.5,9.0_91.5
2004-12-26 09:30:55.800,"223 km NW of Sabang, Indonesia",5.4,30.0,7.178,93.756,7.0,93.5,7.0_93.5
2004-12-26 09:30:29.540,"220 km NW of Sabang, Indonesia",4.9,13.8,7.386,93.994,7.0,93.5,7.0_93.5
2004-12-26 09:20:01.610,"Nicobar Islands, India region",6.6,16.1,8.879,92.375,8.5,92.0,8.5_92.0
2004-12-26 09:17:51.190,"165 km NW of Sabang, Indonesia",5.0,21.3,7.061,94.387,7.0,94.0,7.0_94.0
2004-12-26 09:13:54.710,"Nicobar Islands, India region",5.2,33.3,7.309,92.186,7.0,92.0,7.0_92.0
2004-12-26 09:02:42.550,"Nicobar Islands, India region",4.9,26.1,8.29,93.982,8.0,93.5,8.0_93.5
2004-12-26 08:41:48.850,"Nicobar Islands, India region",5.2,25.5,8.895,93.479,8.5,93.0,8.5_93.0
2004-12-26 08:14:59.090,"131 km NW of Sabang, Indonesia",4.8,30.0,6.792,94.536,6.5,94.5,6.5_94.5
2004-12-26 08:12:38.700,"291 km SSE of Port Blair, India",4.8,36.3,9.264,93.843,9.0,93.5,9.0_93.5
2004-12-26 08:02:34.620,"97 km WSW of Banda Aceh, Indonesia",5.1,34.6,5.345,94.476,5.0,94.0,5.0_94.0
2004-12-26 07:55:27.130,"Nicobar Islands, India region",5.3,30.0,7.478,92.362,7.0,92.0,7.0_92.0
2004-12-26 07:52:28.800,"283 km NNW of Sabang, Indonesia",5.5,17.8,8.128,94.066,8.0,94.0,8.0_94.0
2004-12-26 07:51:17.710,"297 km NW of Sabang, Indonesia",5.95,25.0,7.808,93.428,7.5,93.0,7.5_93.0
2004-12-26 07:38:27.000,"161 km NNE of Bamboo Flat, India",5.7,30.0,13.13,93.035,13.0,93.0,13.0_93.0
2004-12-26 07:24:53.050,"Nicobar Islands, India region",5.1,34.6,7.422,92.637,7.0,92.5,7.0_92.5
2004-12-26 07:23:38.810,"northern Sumatra, Indonesia",4.7,30.0,5.437,94.413,5.0,94.0,5.0_94.0
2004-12-26 07:07:10.270,"180 km SE of Port Blair, India",5.6,19.5,10.363,93.747,10.0,93.5,10.0_93.5
2004-12-26 06:59:57.260,"275 km SSE of Port Blair, India",5.4,30.0,9.362,93.701,9.0,93.5,9.0_93.5
2004-12-26 06:56:47.400,"90 km SW of Port Blair, India",5.5,23.5,10.984,92.282,10.5,92.0,10.5_92.0
2004-12-26 06:38:36.050,"273 km WNW of Sabang, Indonesia",5.4,16.9,6.651,92.963,6.5,92.5,6.5_92.5
2004-12-26 06:22:35.250,"251 km W of Banda Aceh, Indonesia",5.1,23.2,5.34,93.069,5.0,93.0,5.0_93.0
2004-12-26 06:22:00.420,"118 km SSW of Port Blair, India",5.4,26.4,10.677,92.325,10.5,92.0,10.5_92.0
2004-12-26 06:16:14.680,"217 km W of Sabang, Indonesia",4.9,26.7,5.843,93.357,5.5,93.0,5.5_93.0
2004-12-26 06:11:04.600,"290 km SSE of Port Blair, India",5.1,23.8,9.308,93.912,9.0,93.5,9.0_93.5
2004-12-26 06:09:30.840,"239 km WNW of Sabang, Indonesia",4.8,29.6,6.335,93.198,6.0,93.0,6.0_93.0
2004-12-26 06:02:28.380,"298 km NNW of Sabang, Indonesia",5.7,23.7,8.273,94.057,8.0,94.0,8.0_94.0
2004-12-26 05:51:40.010,"218 km WNW of Sabang, Indonesia",5.2,29.0,6.451,93.428,6.0,93.0,6.0_93.0
2004-12-26 05:42:49.270,"115 km W of Banda Aceh, Indonesia",5.1,30.0,5.485,94.294,5.0,94.0,5.0_94.0
2004-12-26 05:20:27.920,"61 km NW of Bamboo Flat, India",5.3,31.7,12.159,92.397,12.0,92.0,12.0_92.0
2004-12-26 05:16:10.980,"295 km SSE of Port Blair, India",5.4,22.0,9.318,94.039,9.0,94.0,9.0_94.0
2004-12-26 05:12:34.140,"Nicobar Islands, India region",5.1,36.5,8.46,92.281,8.0,92.0,8.0_92.0
2004-12-26 05:09:32.500,"Nicobar Islands, India region",5.2,26.9,9.156,93.891,9.0,93.5,9.0_93.5
2004-12-26 05:08:04.830,"293 km S of Port Blair, India",5.0,30.0,9.031,92.462,9.0,92.0,9.0_92.0
2004-12-26 05:01:21.370,"252 km SSW of Port Blair, India",5.4,30.0,9.456,92.175,9.0,92.0,9.0_92.0
2004-12-26 05:01:10.560,"268 km SSW of Port Blair, India",5.3,30.0,9.296,92.212,9.0,92.0,9.0_92.0
2004-12-26 04:59:15.400,"Nicobar Islands, India region",5.2,25.1,8.966,93.427,8.5,93.0,8.5_93.0
2004-12-26 04:58:04.020,"104 km SW of Bamboo Flat, India",5.3,29.2,11.068,92.0,11.0,92.0,11.0_92.0
2004-12-26 04:53:09.100,"Nicobar Islands, India region",4.9,30.0,8.185,92.93,8.0,92.5,8.0_92.5
2004-12-26 04:48:56.490,"Nicobar Islands, India region",5.2,27.7,8.867,93.751,8.5,93.5,8.5_93.5
2004-12-26 04:46:23.440,"Nicobar Islands, India region",5.4,32.6,8.532,93.88,8.5,93.5,8.5_93.5
2004-12-26 04:40:11.460,"Nicobar Islands, India region",5.2,38.1,9.123,93.843,9.0,93.5,9.0_93.5
2004-12-26 04:31:29.060,"266 km WNW of Sabang, Indonesia",5.0,36.1,6.992,93.175,6.5,93.0,6.5_93.0
